Index,Name,Ranking,Overview,School Type,Year Founded,Religious Affiliation,Academic Calendar,Setting,2019 Endowment,School Website,Info Page
89,University of Puget Sound,84,"University of Puget Sound is a private institution that was founded in 1888. It has a total undergraduate enrollment of 2,299, its setting is urban, and the campus size is 97 acres. It utilizes a semester-based academic calendar. University of Puget Sound's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #84. Its tuition and fees are $53,800.","Private, Coed",1888.0,None,Semester,Urban,380500000.0,http://www.pugetsound.edu,https://www.usnews.com/best-colleges/university-of-puget-sound-3797
90,Ursinus College,84,"Ursinus College is a private institution that was founded in 1869. It has a total undergraduate enrollment of 1,472, its setting is suburban, and the campus size is 170 acres. It utilizes a semester-based academic calendar. Ursinus College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #84. Its tuition and fees are $55,210.","Private, Coed",1869.0,None,Semester,Suburban,137900000.0,http://www.ursinus.edu,https://www.usnews.com/best-colleges/ursinus-3385
91,Wheaton College (MA),84,"Wheaton College (MA) is a private institution that was founded in 1834. It has a total undergraduate enrollment of 1,774, its setting is suburban, and the campus size is 478 acres. It utilizes a semester-based academic calendar. Wheaton College (MA)'s ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #84. Its tuition and fees are $56,366.","Private, Coed",1834.0,None,Semester,Suburban,213000000.0,http://www.wheatoncollege.edu,https://www.usnews.com/best-colleges/wheaton-college-massachusetts-2227
92,Hendrix College,93,"Hendrix College is a private institution that was founded in 1876. It has a total undergraduate enrollment of 1,109, and the setting is Suburban. It utilizes a semester-based academic calendar. Hendrix College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #93. Its tuition and fees are $49,490.","Private, Coed",1876.0,United Methodist,Semester,Suburban,196600000.0,http://www.hendrix.edu,https://www.usnews.com/best-colleges/hendrix-college-1099
93,Ohio Wesleyan University,93,"Ohio Wesleyan University is a private institution that was founded in 1842. It has a total undergraduate enrollment of 1,494, and the setting is Suburban. It utilizes a semester-based academic calendar. Ohio Wesleyan University's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #93. Its tuition and fees are $47,130.","Private, Coed",1842.0,United Methodist,Semester,Suburban,243100000.0,http://www.owu.edu,https://www.usnews.com/best-colleges/ohio-wesleyan-3109
94,Principia College,93,"Principia College is a private institution that was founded in 1910. It has a total undergraduate enrollment of 404, its setting is rural, and the campus size is 2,600 acres. It utilizes a semester-based academic calendar. Principia College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #93. Its tuition and fees are $30,720.","Private, Coed",1910.0,Other,Semester,Rural,384900000.0,http://www.principiacollege.edu,https://www.usnews.com/best-colleges/principia-college-1744
95,Augustana College,96,"Augustana College is a private institution that was founded in 1860. It has a total undergraduate enrollment of 2,546, its setting is suburban, and the campus size is 115 acres. It utilizes a semester-based academic calendar. Augustana College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #96. Its tuition and fees are $45,136.","Private, Coed",1860.0,Evangelical Lutheran Church,Semester,Suburban,180100000.0,http://www.augustana.edu,https://www.usnews.com/best-colleges/augustana-college-1633
96,College of St. Benedict,96,"College of St. Benedict is a private institution that was founded in 1913. It has a total undergraduate enrollment of 1,748, its setting is suburban, and the campus size is 300 acres. It utilizes a semester-based academic calendar. College of St. Benedict's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #96. Its tuition and fees are $48,444.","Private, Coed",1913.0,Roman Catholic,Semester,Suburban,83500000.0,http://www.csbsju.edu,https://www.usnews.com/best-colleges/college-of-st-benedict-2341
97,Saint Mary's College,96,"Saint Mary's College is a private institution that was founded in 1844. It has a total undergraduate enrollment of 1,452, its setting is suburban, and the campus size is 100 acres. It utilizes a semester-based academic calendar. Saint Mary's College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #96. Its tuition and fees are $45,720.","Private, Women's college",1844.0,Roman Catholic,Semester,Suburban,201100000.0,http://www.saintmarys.edu,https://www.usnews.com/best-colleges/saint-marys-college-1836
98,Washington and Jefferson College,96,"Washington and Jefferson College is a private institution that was founded in 1781. It has a total undergraduate enrollment of 1,262, its setting is suburban, and the campus size is 60 acres. It utilizes a 4-1-4-based academic calendar. Washington and Jefferson College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #96. Its tuition and fees are $50,192.","Private, Coed",1781.0,None,4-1-4,Suburban,142100000.0,http://www.washjeff.edu,https://www.usnews.com/best-colleges/washington-and-jefferson-college-3389
99,Washington College,96,"Washington College is a private institution that was founded in 1782. It has a total undergraduate enrollment of 1,288, its setting is rural, and the campus size is 112 acres. It utilizes a semester-based academic calendar. Washington College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #96. Its tuition and fees are $49,768.","Private, Coed",1782.0,None,Semester,Rural,236700000.0,http://www.washcoll.edu,https://www.usnews.com/best-colleges/washington-college-maryland-2108
100,College of the Atlantic,101,"College of the Atlantic is a private institution that was founded in 1969. It has a total undergraduate enrollment of 355, its setting is rural, and the campus size is 37 acres. It utilizes a trimester-based academic calendar. College of the Atlantic's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #101. Its tuition and fees are $43,542.","Private, Coed",1969.0,None,Trimester,Rural,61100000.0,http://www.coa.edu/,https://www.usnews.com/best-colleges/college-of-the-atlantic-11385
101,Austin College,102,"Austin College is a private institution that was founded in 1849. It has a total undergraduate enrollment of 1,294, its setting is city, and the campus size is 70 acres. It utilizes a 4-1-4-based academic calendar. Austin College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #102. Its tuition and fees are $42,590.","Private, Coed",1849.0,Presbyterian,4-1-4,City,149700000.0,http://www.austincollege.edu,https://www.usnews.com/best-colleges/austin-college-3543
102,Hampden-Sydney College,102,"Hampden-Sydney College is a private institution that was founded in 1775. It has a total undergraduate enrollment of 993, its setting is rural, and the campus size is 1,343 acres. It utilizes a semester-based academic calendar. Hampden-Sydney College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #102. Its tuition and fees are $48,110.","Private, Men's college",1775.0,Presbyterian,Semester,Rural,177800000.0,http://www.hsc.edu,https://www.usnews.com/best-colleges/hampden-sydney-3713
103,Hanover College,102,"Hanover College is a private institution that was founded in 1827. It has a total undergraduate enrollment of 1,070, its setting is rural, and the campus size is 640 acres. It utilizes a 4-4-1-based academic calendar. Hanover College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #102. Its tuition and fees are $39,650.","Private, Coed",1827.0,Presbyterian Church (USA),4-4-1,Rural,150900000.0,http://www.hanover.edu,https://www.usnews.com/best-colleges/hanover-college-1801
104,Hollins University,102,"Hollins University is a private institution that was founded in 1842. It has a total undergraduate enrollment of 668, its setting is suburban, and the campus size is 475 acres. It utilizes a 4-1-4-based academic calendar. Hollins University's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #102. Its tuition and fees are $40,110.","Private, Women's college",1842.0,None,4-1-4,Suburban,182700000.0,http://www.hollins.edu,https://www.usnews.com/best-colleges/hollins-university-3715
105,Luther College,102,"Luther College is a private institution that was founded in 1861. It has a total undergraduate enrollment of 1,951, its setting is rural, and the campus size is 200 acres. It utilizes a 4-1-4-based academic calendar. Luther College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #102. Its tuition and fees are $45,610.","Private, Coed",1861.0,Evangelical Lutheran Church,4-1-4,Rural,163200000.0,http://www.luther.edu,https://www.usnews.com/best-colleges/luther-college-1874
106,Randolph-Macon College,102,"Randolph-Macon College is a private institution that was founded in 1830. It has a total undergraduate enrollment of 1,543, its setting is suburban, and the campus size is 125 acres. It utilizes a 4-1-4-based academic calendar. Randolph-Macon College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #102. Its tuition and fees are $43,940.","Private, Coed",1830.0,United Methodist,4-1-4,Suburban,168800000.0,http://www.rmc.edu,https://www.usnews.com/best-colleges/randolph-macon-college-3733
107,Saint Anselm College,102,"Saint Anselm College is a private institution that was founded in 1889. It has a total undergraduate enrollment of 2,043, its setting is suburban, and the campus size is 400 acres. It utilizes a semester-based academic calendar. Saint Anselm College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #102. Its tuition and fees are $43,140.","Private, Coed",1889.0,Roman Catholic,Semester,Suburban,164000000.0,http://www.anselm.edu,https://www.usnews.com/best-colleges/st-anselm-college-2587
108,Southwestern University,102,"Southwestern University is a private institution that was founded in 1840. It has a total undergraduate enrollment of 1,507, its setting is suburban, and the campus size is 700 acres. It utilizes a semester-based academic calendar. Southwestern University's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #102. Its tuition and fees are $45,120.","Private, Coed",1840.0,United Methodist,Semester,Suburban,296400000.0,http://www.southwestern.edu,https://www.usnews.com/best-colleges/southwestern-university-3620
109,St. John's University (MN),102,"St. John's University (MN) is a private institution that was founded in 1857. It has a total undergraduate enrollment of 1,625, its setting is rural, and the campus size is 2,500 acres. It utilizes a semester-based academic calendar. St. John's University (MN)'s ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #102. Its tuition and fees are $48,166.","Private, Coed",1857.0,Roman Catholic,Semester,Rural,208700000.0,https://www.csbsju.edu/admission,https://www.usnews.com/best-colleges/st-johns-university-minnesota-2379
110,Whittier College,102,"Whittier College is a private institution that was founded in 1887. It has a total undergraduate enrollment of 1,776, its setting is suburban, and the campus size is 75 acres. It utilizes a 4-1-4-based academic calendar. Whittier College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #102. Its tuition and fees are $49,314.","Private, Coed",1887.0,None,4-1-4,Suburban,119300000.0,,https://www.usnews.com/best-colleges/whittier-college-1342
111,Hope College,112,"Hope College is a private institution that was founded in 1866. It has a total undergraduate enrollment of 3,056, its setting is city, and the campus size is 120 acres. It utilizes a semester-based academic calendar. Hope College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #112. Its tuition and fees are $36,650.","Private, Coed",1866.0,Reformed Church in America,Semester,City,232200000.0,http://www.hope.edu,https://www.usnews.com/best-colleges/hope-college-2273
112,Drew University,113,"Drew University is a private institution that was founded in 1867. It has a total undergraduate enrollment of 1,712, its setting is suburban, and the campus size is 186 acres. It utilizes a semester-based academic calendar. Drew University's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #113. Its tuition and fees are $42,952.","Private, Coed",1867.0,United Methodist,Semester,Suburban,94800000.0,http://www.drew.edu,https://www.usnews.com/best-colleges/drew-university-2603
113,Elizabethtown College,113,"Elizabethtown College is a private institution that was founded in 1899. It has a total undergraduate enrollment of 1,729, its setting is suburban, and the campus size is 203 acres. It utilizes a semester-based academic calendar. Elizabethtown College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #113. Its tuition and fees are $32,960.","Private, Coed",1899.0,None,Semester,Suburban,83900000.0,http://www.etown.edu,https://www.usnews.com/best-colleges/elizabethtown-college-3262
114,Grove City College,113,"Grove City College is a private institution that was founded in 1876. It has a Rural setting, and the campus size is 180 acres. It utilizes a semester-based academic calendar. Grove City College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #113. Its tuition and fees are $18,930.","Private, Coed",1876.0,Undenominational,Semester,Rural,140900000.0,http://www.gcc.edu,https://www.usnews.com/best-colleges/grove-city-college-3269
115,Millsaps College,113,"Millsaps College is a private institution that was founded in 1890. It has a total undergraduate enrollment of 780, its setting is city, and the campus size is 100 acres. It utilizes a semester-based academic calendar. Millsaps College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #113. Its tuition and fees are $41,314.","Private, Coed",1890.0,United Methodist,Semester,City,90500000.0,http://www.millsaps.edu,https://www.usnews.com/best-colleges/millsaps-college-2414
116,Stonehill College,113,"Stonehill College is a private institution that was founded in 1948. It has a total undergraduate enrollment of 2,509, its setting is suburban, and the campus size is 384 acres. It utilizes a semester-based academic calendar. Stonehill College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #113. Its tuition and fees are $46,642.","Private, Coed",1948.0,Roman Catholic,Semester,Suburban,217200000.0,https://www.stonehill.edu,https://www.usnews.com/best-colleges/stonehill-college-2217
117,Susquehanna University,113,"Susquehanna University is a private institution that was founded in 1858. It has a total undergraduate enrollment of 2,312, its setting is rural, and the campus size is 325 acres. It utilizes a semester-based academic calendar. Susquehanna University's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #113. Its tuition and fees are $51,140.","Private, Coed",1858.0,Evangelical Lutheran Church,Semester,Rural,175700000.0,//www.susqu.edu,https://www.usnews.com/best-colleges/susquehanna-university-3369
118,Westmont College,113,"Westmont College is a private institution that was founded in 1937. It has a total undergraduate enrollment of 1,325, its setting is suburban, and the campus size is 111 acres. It utilizes a semester-based academic calendar. Westmont College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #113. Its tuition and fees are $48,180.","Private, Coed",1937.0,Undenominational,Semester,Suburban,79600000.0,http://www.westmont.edu,https://www.usnews.com/best-colleges/westmont-college-1341
119,College of Idaho,120,"College of Idaho is a private institution that was founded in 1891. It has a total undergraduate enrollment of 1,077, its setting is suburban, and the campus size is 55 acres. It utilizes a 4-1-4-based academic calendar. College of Idaho's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #120. Its tuition and fees are $32,855.","Private, Coed",1891.0,None,4-1-4,Suburban,,https://www.collegeofidaho.edu,https://www.usnews.com/best-colleges/college-of-idaho-1617
120,Goucher College,120,"Goucher College is a private institution that was founded in 1885. It has a total undergraduate enrollment of 1,449, its setting is suburban, and the campus size is 287 acres. It utilizes a semester-based academic calendar. Goucher College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #120. Its tuition and fees are $47,300.","Private, Coed",1885.0,None,Semester,Suburban,203400000.0,http://www.goucher.edu,https://www.usnews.com/best-colleges/goucher-college-2073
121,Linfield University,120,"Linfield University is a private institution that was founded in 1858. It has a total undergraduate enrollment of 1,414, its setting is rural, and the campus size is 189 acres. It utilizes a 4-1-4-based academic calendar. Linfield University's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #120. Its tuition and fees are $45,062.","Private, Coed",1858.0, American Baptist,4-1-4,Rural,109100000.0,http://www.linfield.edu,https://www.usnews.com/best-colleges/linfield-university-3198
122,Lycoming College,120,"Lycoming College is a private institution that was founded in 1812. It has a total undergraduate enrollment of 1,140, its setting is city, and the campus size is 40 acres. It utilizes a semester-based academic calendar. Lycoming College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #120. Its tuition and fees are $42,714.","Private, Coed",1812.0,United Methodist,Semester,City,201500000.0,https://www.lycoming.edu/,https://www.usnews.com/best-colleges/lycoming-college-3293
123,Ripon College,120,"Ripon College is a private institution that was founded in 1851. It has a total undergraduate enrollment of 787, its setting is city, and the campus size is 250 acres. It utilizes a semester-based academic calendar. Ripon College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #120. Its tuition and fees are $47,123.","Private, Coed",1851.0,None,Semester,City,94300000.0,https://www.ripon.edu,https://www.usnews.com/best-colleges/ripon-college-3884
124,Saint Michael's College,120,"Saint Michael's College is a private institution that was founded in 1904. It has a total undergraduate enrollment of 1,585, its setting is suburban, and the campus size is 440 acres. It utilizes a semester-based academic calendar. Saint Michael's College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #120. Its tuition and fees are $48,175.","Private, Coed",1904.0,Roman Catholic,Semester,Suburban,89100000.0,http://www.smcvt.edu,https://www.usnews.com/best-colleges/saint-michaels-college-3694
125,Westminster College (PA),120,"Westminster College (PA) is a private institution that was founded in 1852. It has a total undergraduate enrollment of 1,165, its setting is rural, and the campus size is 350 acres. It utilizes a semester-based academic calendar. Westminster College (PA)'s ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #120. Its tuition and fees are $37,675.","Private, Coed",1852.0,Presbyterian Church (USA),Semester,Rural,117000000.0,http://www.westminster.edu,https://www.usnews.com/best-colleges/westminster-college-pennsylvania-3392
126,Houghton College,127,"Houghton College is a private institution that was founded in 1883. It has a total undergraduate enrollment of 946, its setting is rural, and the campus size is 1,300 acres. It utilizes a semester-based academic calendar. Houghton College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #127. Its tuition and fees are $34,466.","Private, Coed",1883.0,Wesleyan,Semester,Rural,54400000.0,http://www.houghton.edu,https://www.usnews.com/best-colleges/houghton-college-2734
127,Monmouth College,127,"Monmouth College is a private institution that was founded in 1853. It has a total undergraduate enrollment of 907, its setting is rural, and the campus size is 112 acres. It utilizes a semester-based academic calendar. Monmouth College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #127. Its tuition and fees are $41,330.","Private, Coed",1853.0,None,Semester,Rural,122600000.0,http://www.monmouthcollege.edu/admissions,https://www.usnews.com/best-colleges/monmouth-college-1725
128,Presbyterian College,127,"Presbyterian College is a private institution that was founded in 1880. It has a total undergraduate enrollment of 1,102, its setting is rural, and the campus size is 240 acres. It utilizes a semester-based academic calendar. Presbyterian College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #127. Its tuition and fees are $40,260.","Private, Coed",1880.0,Presbyterian Church (USA),Semester,Rural,91500000.0,http://www.presby.edu,https://www.usnews.com/best-colleges/presbyterian-college-3445
129,Albion College,130,"Albion College is a private institution that was founded in 1835. It has a total undergraduate enrollment of 1,475, its setting is suburban, and the campus size is 574 acres. It utilizes a semester-based academic calendar. Albion College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #130. Its tuition and fees are $50,590.","Private, Coed",1835.0,United Methodist,Semester,Suburban,170100000.0,http://www.albion.edu/,https://www.usnews.com/best-colleges/albion-college-2235
130,Birmingham-Southern College,130,"Birmingham-Southern College is a private institution that was founded in 1856. It has a total undergraduate enrollment of 1,209, its setting is urban, and the campus size is 192 acres. It utilizes a 4-1-4-based academic calendar. Birmingham-Southern College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #130. Its tuition and fees are $18,900.","Private, Coed",1856.0,United Methodist,4-1-4,Urban,,https://www.bsc.edu,https://www.usnews.com/best-colleges/birminghamsouthern-college-1012
131,Coe College,130,"Coe College is a private institution that was founded in 1851. It has a total undergraduate enrollment of 1,428, its setting is city, and the campus size is 65 acres. It utilizes a semester-based academic calendar. Coe College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #130. Its tuition and fees are $47,220.","Private, Coed",1851.0,None,Semester,City,96800000.0,http://www.coe.edu,https://www.usnews.com/best-colleges/coe-college-1854
132,Concordia College--Moorhead,130,"Concordia College—Moorhead is a private institution that was founded in 1891. It has a total undergraduate enrollment of 2,010, its setting is suburban, and the campus size is 113 acres. It utilizes a semester-based academic calendar. Concordia College—Moorhead's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #130. Its tuition and fees are $43,266.","Private, Coed",1891.0,Evangelical Lutheran Church,Semester,Suburban,135900000.0,http://www.concordiacollege.edu,https://www.usnews.com/best-colleges/concordia-college-2346
133,Roanoke College,130,"Roanoke College is a private institution that was founded in 1842. It has a total undergraduate enrollment of 2,005, its setting is suburban, and the campus size is 80 acres. It utilizes a semester-based academic calendar. Roanoke College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #130. Its tuition and fees are $46,600.","Private, Coed",1842.0,Evangelical Lutheran Church,Semester,Suburban,155800000.0,https://www.roanoke.edu,https://www.usnews.com/best-colleges/roanoke-college-3736
134,St. Norbert College,130,"St. Norbert College is a private institution that was founded in 1898. It has a total undergraduate enrollment of 2,000, its setting is suburban, and the campus size is 113 acres. It utilizes a semester-based academic calendar. St. Norbert College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #130. Its tuition and fees are $40,885.","Private, Coed",1898.0,Roman Catholic,Semester,Suburban,144400000.0,http://www.snc.edu,https://www.usnews.com/best-colleges/st-norbert-college-3892
135,Eckerd College,136,"Eckerd College is a private institution that was founded in 1958. It has a total undergraduate enrollment of 2,007, and the campus size is 188 acres. It utilizes a 4-1-4-based academic calendar. Eckerd College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #136. Its tuition and fees are $47,704.","Private, Coed",1958.0,None,4-1-4,,60600000.0,http://www.eckerd.edu,https://www.usnews.com/best-colleges/eckerd-college-1487
136,Franklin College,136,"Franklin College is a private institution that was founded in 1834. It has a total undergraduate enrollment of 922, its setting is suburban, and the campus size is 207 acres. It utilizes a 4-1-4-based academic calendar. Franklin College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #136. Its tuition and fees are $33,954.","Private, Coed",1834.0,None,4-1-4,Suburban,87400000.0,http://www.franklincollege.edu,https://www.usnews.com/best-colleges/franklin-college-1798
137,Meredith College,136,"Meredith College is a private institution that was founded in 1891. It has a total undergraduate enrollment of 1,528, its setting is urban, and the campus size is 225 acres. It utilizes a semester-based academic calendar. Meredith College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #136. Its tuition and fees are $39,952.","Private, Women's college",1891.0,None,Semester,Urban,115700000.0,http://www.meredith.edu,https://www.usnews.com/best-colleges/meredith-college-2945
138,Wells College,136,"Wells College is a private institution that was founded in 1868. It has a total undergraduate enrollment of 419, its setting is rural, and the campus size is 365 acres. It utilizes a semester-based academic calendar. Wells College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #136. Its tuition and fees are $31,800.","Private, Coed",1868.0,None,Semester,Rural,,https://www.wells.edu/,https://www.usnews.com/best-colleges/wells-college-2901
139,Central College,140,"Central College is a private institution that was founded in 1853. It has a total undergraduate enrollment of 1,163, its setting is rural, and the campus size is 200 acres. It utilizes a semester-based academic calendar. Central College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #140. Its tuition and fees are $18,600.","Private, Coed",1853.0,Reformed Church in America,Semester,Rural,,http://www.central.edu,https://www.usnews.com/best-colleges/central-college-1850
140,Covenant College,140,"Covenant College is a private institution that was founded in 1955. It has a total undergraduate enrollment of 946, its setting is suburban, and the campus size is 400 acres. It utilizes a semester-based academic calendar. Covenant College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #140. Its tuition and fees are $36,710.","Private, Coed",1955.0,The Presbyterian Church in America,Semester,Suburban,42700000.0,http://www.covenant.edu,https://www.usnews.com/best-colleges/covenant-college-3484
141,Illinois College,140,"Illinois College is a private institution that was founded in 1829. It has a total undergraduate enrollment of 1,057, its setting is rural, and the campus size is 65 acres. It utilizes a semester-based academic calendar. Illinois College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #140. Its tuition and fees are $34,620.","Private, Coed",1829.0,None,Semester,Rural,129900000.0,http://www.ic.edu,https://www.usnews.com/best-colleges/illinois-college-1688
142,Moravian College,140,"Moravian College is a private institution that was founded in 1742. It has a total undergraduate enrollment of 2,073, its setting is city, and the campus size is 85 acres. It utilizes a semester-based academic calendar. Moravian College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #140. Its tuition and fees are $47,367.","Private, Coed",1742.0,Moravian Church,Semester,City,117900000.0,http://www.moravian.edu,https://www.usnews.com/best-colleges/moravian-college-3301
143,Randolph College,140,"Randolph College is a private institution that was founded in 1891. It has a total undergraduate enrollment of 565, its setting is suburban, and the campus size is 100 acres. It utilizes a semester-based academic calendar. Randolph College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #140. Its tuition and fees are $25,610.","Private, Coed",1891.0,None,Semester,Suburban,156300000.0,http://www.randolphcollege.edu/,https://www.usnews.com/best-colleges/randolph-college-3734
144,Saint Vincent College,140,"Saint Vincent College is a private institution that was founded in 1846. It has a total undergraduate enrollment of 1,560, its setting is suburban, and the campus size is 200 acres. It utilizes a semester-based academic calendar. Saint Vincent College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #140. Its tuition and fees are $38,020.","Private, Coed",1846.0,Roman Catholic,Semester,Suburban,113400000.0,http://www.stvincent.edu,https://www.usnews.com/best-colleges/saint-vincent-college-3368
145,Salem College,140,"Salem College is a private institution that was founded in 1772. It has a total undergraduate enrollment of 612, its setting is city, and the campus size is 57 acres. It utilizes a 4-1-4-based academic calendar. Salem College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #140. Its tuition and fees are $31,016.","Private, Women's college",1772.0,Moravian Church,4-1-4,City,60700000.0,http://www.salem.edu,https://www.usnews.com/best-colleges/salem-college-2960
146,University of Minnesota Morris,140,"University of Minnesota Morris is a public institution that was founded in 1959. It has a total undergraduate enrollment of 1,499, its setting is rural, and the campus size is 130 acres. It utilizes a semester-based academic calendar. University of Minnesota Morris's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #140. Its in-state tuition and fees are $13,578; out-of-state tuition and fees are $15,632.","Public, Coed",1959.0,None,Semester,Rural,16800000.0,https://morris.umn.edu/,https://www.usnews.com/best-colleges/minnesota-morris-2389
147,University of North Carolina Asheville,140,"University of North Carolina Asheville is a public institution that was founded in 1927. It has a total undergraduate enrollment of 3,587, its setting is city, and the campus size is 365 acres. It utilizes a semester-based academic calendar. University of North Carolina Asheville's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #140. Its in-state tuition and fees are $7,244; out-of-state tuition and fees are $24,592.","Public, Coed",1927.0,None,Semester,City,53500000.0,//www.unca.edu,https://www.usnews.com/best-colleges/unc-asheville-2907
148,Hartwick College,149,"Hartwick College is a private institution that was founded in 1797. It has a total undergraduate enrollment of 1,193, its setting is rural, and the campus size is 475 acres. It utilizes a 4-1-4-based academic calendar. Hartwick College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #149. Its tuition and fees are $48,364.","Private, Coed",1797.0,None,4-1-4,Rural,76800000.0,http://www.hartwick.edu,https://www.usnews.com/best-colleges/hartwick-college-2729
149,Massachusetts College of Liberal Arts,149,"Massachusetts College of Liberal Arts is a public institution that was founded in 1894. It has a total undergraduate enrollment of 1,345, its setting is rural, and the campus size is 105 acres. It utilizes a semester-based academic calendar. Massachusetts College of Liberal Arts's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #149. Its in-state tuition and fees are $11,105; out-of-state tuition and fees are $20,050.","Public, Coed",1894.0,None,Semester,Rural,13500000.0,http://www.mcla.edu,https://www.usnews.com/best-colleges/mcla-2187
150,Simpson College,149,"Simpson College is a private institution that was founded in 1860. It has a total undergraduate enrollment of 1,305, its setting is suburban, and the campus size is 85 acres. It utilizes a 4-4-1-based academic calendar. Simpson College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #149. Its tuition and fees are $42,246.","Private, Coed",1860.0,United Methodist,4-4-1,Suburban,,http://www.simpson.edu,https://www.usnews.com/best-colleges/simpson-college-1887
151,Wesleyan College,149,"Wesleyan College is a private institution that was founded in 1836. It has a total undergraduate enrollment of 754, its setting is suburban, and the campus size is 200 acres. It utilizes a semester-based academic calendar. Wesleyan College's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #149. Its tuition and fees are $25,190.","Private, Women's college",1836.0,United Methodist,Semester,Suburban,56500000.0,https://www.wesleyancollege.edu,https://www.usnews.com/best-colleges/wesleyan-college-1600
152,Wittenberg University,153,"Wittenberg University is a private institution that was founded in 1845. It has a total undergraduate enrollment of 1,577, its setting is city, and the campus size is 114 acres. It utilizes a semester-based academic calendar. Wittenberg University's ranking in the 2021 edition of Best Colleges is National Liberal Arts Colleges, #153. Its tuition and fees are $41,476.","Private, Coed",1845.0,Evangelical Lutheran Church,Semester,City,119200000.0,http://www.wittenberg.edu/,https://www.usnews.com/best-colleges/wittenberg-university-3143
